Gene	mRNA	KEGG
SoyZH13_06G110000	SoyZH13_06G110000.m1	KEGG:R03532
SoyZH13_06G110500	SoyZH13_06G110500.m1	KEGG:R00036
SoyZH13_06G112400	SoyZH13_06G112400.m1	KEGG:R03876
SoyZH13_06G112400	SoyZH13_06G112400.m2	KEGG:R03876
SoyZH13_06G112400	SoyZH13_06G112400.m3	KEGG:R03876
SoyZH13_06G112600	SoyZH13_06G112600.m1	KEGG:R07214
SoyZH13_06G112700	SoyZH13_06G112700.m1	KEGG:R00104
SoyZH13_06G112700	SoyZH13_06G112700.m2	KEGG:R00104
SoyZH13_06G112700	SoyZH13_06G112700.m3	KEGG:R00104
SoyZH13_06G112700	SoyZH13_06G112700.m4	KEGG:R00104
SoyZH13_06G113500	SoyZH13_06G113500.m1	KEGG:R00289;KEGG:R00416;KEGG:R00502;KEGG:R01381
SoyZH13_06G113500	SoyZH13_06G113500.m2	KEGG:R00289;KEGG:R00416;KEGG:R00502;KEGG:R01381
SoyZH13_06G117600	SoyZH13_06G117600.m1	KEGG:R06983
SoyZH13_06G120100	SoyZH13_06G120100.m1	KEGG:R03876
SoyZH13_06G121900	SoyZH13_06G121900.m1	KEGG:R01153
SoyZH13_06G121900	SoyZH13_06G121900.m2	KEGG:R01153
SoyZH13_06G121900	SoyZH13_06G121900.m3	KEGG:R01153
SoyZH13_06G121900	SoyZH13_06G121900.m4	KEGG:R01153
SoyZH13_06G121900	SoyZH13_06G121900.m5	KEGG:R01153
SoyZH13_06G121900	SoyZH13_06G121900.m6	KEGG:R01153
SoyZH13_06G121900	SoyZH13_06G121900.m7	KEGG:R01153
SoyZH13_06G122400	SoyZH13_06G122400.m1	KEGG:R03245
SoyZH13_06G122400	SoyZH13_06G122400.m2	KEGG:R03245
SoyZH13_06G122400	SoyZH13_06G122400.m3	KEGG:R03245
SoyZH13_06G122600	SoyZH13_06G122600.m1	KEGG:R00093
SoyZH13_06G122600	SoyZH13_06G122600.m2	KEGG:R00093
SoyZH13_06G123600	SoyZH13_06G123600.m1	KEGG:R00630
SoyZH13_06G124000	SoyZH13_06G124000.m1	KEGG:R03876
SoyZH13_06G127000	SoyZH13_06G127000.m1	KEGG:R03876
SoyZH13_06G127000	SoyZH13_06G127000.m2	KEGG:R03876
SoyZH13_06G127000	SoyZH13_06G127000.m3	KEGG:R03876
SoyZH13_06G127000	SoyZH13_06G127000.m4	KEGG:R03876
SoyZH13_06G128500	SoyZH13_06G128500.m1	KEGG:R00630;KEGG:R02035
SoyZH13_06G128700	SoyZH13_06G128700.m1	KEGG:R01708
SoyZH13_06G132000	SoyZH13_06G132000.m1	KEGG:R03587;KEGG:R06815
SoyZH13_06G132200	SoyZH13_06G132200.m1	KEGG:R03587;KEGG:R06815
SoyZH13_06G132600	SoyZH13_06G132600.m1	KEGG:R03532
SoyZH13_06G135100	SoyZH13_06G135100.m1	KEGG:R03876
SoyZH13_06G135600	SoyZH13_06G135600.m1	KEGG:R00630
SoyZH13_06G135600	SoyZH13_06G135600.m2	KEGG:R00630
SoyZH13_06G136900	SoyZH13_06G136900.m1	KEGG:R03876
SoyZH13_06G136900	SoyZH13_06G136900.m2	KEGG:R03876
SoyZH13_06G136900	SoyZH13_06G136900.m3	KEGG:R03876
SoyZH13_06G138200	SoyZH13_06G138200.m1	KEGG:R01103
SoyZH13_06G139300	SoyZH13_06G139300.m1	KEGG:R03532
SoyZH13_06G140100	SoyZH13_06G140100.m1	KEGG:R03876
SoyZH13_06G140100	SoyZH13_06G140100.m2	KEGG:R03876
SoyZH13_06G140100	SoyZH13_06G140100.m3	KEGG:R03876
SoyZH13_06G140100	SoyZH13_06G140100.m4	KEGG:R03876
SoyZH13_06G140100	SoyZH13_06G140100.m5	KEGG:R03876
SoyZH13_06G140100	SoyZH13_06G140100.m6	KEGG:R03876
SoyZH13_06G140100	SoyZH13_06G140100.m7	KEGG:R03876
SoyZH13_06G140100	SoyZH13_06G140100.m8	KEGG:R03876
SoyZH13_06G140100	SoyZH13_06G140100.m9	KEGG:R03876
SoyZH13_06G140701	SoyZH13_06G140701.m1	KEGG:R02412
SoyZH13_06G140702	SoyZH13_06G140702.m1	KEGG:R02412
SoyZH13_06G140703	SoyZH13_06G140703.m1	KEGG:R02412
SoyZH13_06G145600	SoyZH13_06G145600.m1	KEGG:R00630
SoyZH13_06G146300	SoyZH13_06G146300.m1	KEGG:R03361
SoyZH13_06G146300	SoyZH13_06G146300.m2	KEGG:R03361
SoyZH13_06G146300	SoyZH13_06G146300.m3	KEGG:R03361
SoyZH13_06G146300	SoyZH13_06G146300.m4	KEGG:R03361
SoyZH13_06G146300	SoyZH13_06G146300.m5	KEGG:R03361
SoyZH13_06G147600	SoyZH13_06G147600.m1	KEGG:R03876
SoyZH13_06G153000	SoyZH13_06G153000.m1	KEGG:R03469
SoyZH13_06G153000	SoyZH13_06G153000.m2	KEGG:R03469
SoyZH13_06G153400	SoyZH13_06G153400.m1	KEGG:R00310
SoyZH13_06G155600	SoyZH13_06G155600.m1	KEGG:R03532
SoyZH13_06G158700	SoyZH13_06G158700.m1	KEGG:R09382
SoyZH13_06G159300	SoyZH13_06G159300.m1	KEGG:R03876
SoyZH13_06G159300	SoyZH13_06G159300.m2	KEGG:R03876
SoyZH13_06G164000	SoyZH13_06G164000.m1	KEGG:R03775
SoyZH13_06G164000	SoyZH13_06G164000.m2	KEGG:R03775
SoyZH13_06G164300	SoyZH13_06G164300.m1	KEGG:R01616
SoyZH13_06G164300	SoyZH13_06G164300.m2	KEGG:R01616
SoyZH13_06G165700	SoyZH13_06G165700.m1	KEGG:R03220
SoyZH13_06G167300	SoyZH13_06G167300.m1	KEGG:R00630
SoyZH13_06G168800	SoyZH13_06G168800.m1	KEGG:R00855
SoyZH13_06G168900	SoyZH13_06G168900.m1	KEGG:R00855
SoyZH13_06G170400	SoyZH13_06G170400.m1	KEGG:R01853;KEGG:R02173;KEGG:R02529;KEGG:R02613
SoyZH13_06G173401	SoyZH13_06G173401.m1	KEGG:R05802
SoyZH13_06G174200	SoyZH13_06G174200.m1	KEGG:R03876
SoyZH13_06G174800	SoyZH13_06G174800.m1	KEGG:R03876
SoyZH13_06G176400	SoyZH13_06G176400.m1	KEGG:R03876
SoyZH13_06G177300	SoyZH13_06G177300.m1	KEGG:R00885
SoyZH13_06G177300	SoyZH13_06G177300.m2	KEGG:R00885
SoyZH13_06G178700	SoyZH13_06G178700.m1	KEGG:R02301
SoyZH13_06G178700	SoyZH13_06G178700.m2	KEGG:R02301
SoyZH13_06G178700	SoyZH13_06G178700.m3	KEGG:R02301
SoyZH13_06G178700	SoyZH13_06G178700.m4	KEGG:R02301
SoyZH13_06G178700	SoyZH13_06G178700.m5	KEGG:R02301
SoyZH13_06G181200	SoyZH13_06G181200.m1	KEGG:R03876
SoyZH13_06G182400	SoyZH13_06G182400.m1	KEGG:R00630
SoyZH13_06G184200	SoyZH13_06G184200.m1	KEGG:R03876
SoyZH13_06G184200	SoyZH13_06G184200.m2	KEGG:R03876
SoyZH13_06G184200	SoyZH13_06G184200.m3	KEGG:R03876
SoyZH13_06G184200	SoyZH13_06G184200.m4	KEGG:R03876
SoyZH13_06G184200	SoyZH13_06G184200.m5	KEGG:R03876
SoyZH13_06G191600	SoyZH13_06G191600.m1	KEGG:R00582
SoyZH13_06G196100	SoyZH13_06G196100.m1	KEGG:R03738
SoyZH13_06G196100	SoyZH13_06G196100.m2	KEGG:R03738
SoyZH13_06G196200	SoyZH13_06G196200.m1	KEGG:R00893
SoyZH13_06G196200	SoyZH13_06G196200.m2	KEGG:R00893
SoyZH13_06G197700	SoyZH13_06G197700.m1	KEGG:R04420
SoyZH13_06G197700	SoyZH13_06G197700.m2	KEGG:R04420
SoyZH13_06G197700	SoyZH13_06G197700.m3	KEGG:R04420
SoyZH13_06G197700	SoyZH13_06G197700.m4	KEGG:R04420
SoyZH13_06G200100	SoyZH13_06G200100.m1	KEGG:R03876
SoyZH13_06G202100	SoyZH13_06G202100.m1	KEGG:R00630
SoyZH13_06G202100	SoyZH13_06G202100.m2	KEGG:R00630
SoyZH13_06G203000	SoyZH13_06G203000.m1	KEGG:R00103
SoyZH13_06G203100	SoyZH13_06G203100.m1	KEGG:R01468
SoyZH13_06G206000	SoyZH13_06G206000.m1	KEGG:R03532
SoyZH13_06G208800	SoyZH13_06G208800.m1	KEGG:R00104
SoyZH13_06G208800	SoyZH13_06G208800.m2	KEGG:R00104
SoyZH13_06G212500	SoyZH13_06G212500.m1	KEGG:R03840
SoyZH13_06G212900	SoyZH13_06G212900.m1	KEGG:R03876
SoyZH13_06G213100	SoyZH13_06G213100.m1	KEGG:R00345
SoyZH13_06G213100	SoyZH13_06G213100.m2	KEGG:R00345
SoyZH13_06G213100	SoyZH13_06G213100.m3	KEGG:R00345
SoyZH13_06G213100	SoyZH13_06G213100.m4	KEGG:R00345
SoyZH13_06G213100	SoyZH13_06G213100.m5	KEGG:R00345
SoyZH13_06G213100	SoyZH13_06G213100.m6	KEGG:R00345
SoyZH13_06G213100	SoyZH13_06G213100.m7	KEGG:R00345
SoyZH13_06G213100	SoyZH13_06G213100.m8	KEGG:R00345
SoyZH13_06G213500	SoyZH13_06G213500.m1	KEGG:R03876
SoyZH13_06G213500	SoyZH13_06G213500.m2	KEGG:R03876
SoyZH13_06G216600	SoyZH13_06G216600.m1	KEGG:R02519
SoyZH13_06G216700	SoyZH13_06G216700.m1	KEGG:R03876
SoyZH13_06G216700	SoyZH13_06G216700.m2	KEGG:R03876
SoyZH13_06G216700	SoyZH13_06G216700.m3	KEGG:R03876
SoyZH13_06G216700	SoyZH13_06G216700.m4	KEGG:R03876
SoyZH13_06G216700	SoyZH13_06G216700.m5	KEGG:R03876
SoyZH13_06G217000	SoyZH13_06G217000.m1	KEGG:R03876
SoyZH13_06G221700	SoyZH13_06G221700.m1	KEGG:R03876
SoyZH13_06G222500	SoyZH13_06G222500.m1	KEGG:R07392;KEGG:R07394
SoyZH13_06G222500	SoyZH13_06G222500.m2	KEGG:R07392;KEGG:R07394
SoyZH13_06G222500	SoyZH13_06G222500.m3	KEGG:R07392;KEGG:R07394
SoyZH13_06G222500	SoyZH13_06G222500.m4	KEGG:R07392;KEGG:R07394
SoyZH13_06G222500	SoyZH13_06G222500.m5	KEGG:R07392;KEGG:R07394
SoyZH13_06G224400	SoyZH13_06G224400.m1	KEGG:R00416
SoyZH13_06G224400	SoyZH13_06G224400.m2	KEGG:R00416
SoyZH13_06G224900	SoyZH13_06G224900.m1	KEGG:R03876
SoyZH13_06G224900	SoyZH13_06G224900.m2	KEGG:R03876
SoyZH13_06G229900	SoyZH13_06G229900.m1	KEGG:R09076
SoyZH13_06G229900	SoyZH13_06G229900.m2	KEGG:R09076
SoyZH13_06G229900	SoyZH13_06G229900.m3	KEGG:R09076
SoyZH13_06G229900	SoyZH13_06G229900.m4	KEGG:R09076
SoyZH13_06G229900	SoyZH13_06G229900.m5	KEGG:R09076
SoyZH13_06G230401	SoyZH13_06G230401.m1	KEGG:R03876
SoyZH13_06G234400	SoyZH13_06G234400.m1	KEGG:R00104
SoyZH13_06G234400	SoyZH13_06G234400.m2	KEGG:R00104
SoyZH13_06G234400	SoyZH13_06G234400.m3	KEGG:R00104
SoyZH13_06G234400	SoyZH13_06G234400.m4	KEGG:R00104
SoyZH13_06G235500	SoyZH13_06G235500.m1	KEGG:R07359
SoyZH13_06G239300	SoyZH13_06G239300.m1	KEGG:R07359
SoyZH13_06G239600	SoyZH13_06G239600.m1	KEGG:R07359
SoyZH13_06G239600	SoyZH13_06G239600.m2	KEGG:R07359
SoyZH13_06G248003	SoyZH13_06G248003.m1	KEGG:R03876
SoyZH13_06G250100	SoyZH13_06G250100.m1	KEGG:R03876
SoyZH13_06G250100	SoyZH13_06G250100.m2	KEGG:R03876
SoyZH13_06G250100	SoyZH13_06G250100.m3	KEGG:R03876
SoyZH13_06G251600	SoyZH13_06G251600.m1	KEGG:R03876
SoyZH13_06G251600	SoyZH13_06G251600.m2	KEGG:R03876
SoyZH13_06G251600	SoyZH13_06G251600.m3	KEGG:R03876
SoyZH13_06G252600	SoyZH13_06G252600.m1	KEGG:R00355
SoyZH13_06G252600	SoyZH13_06G252600.m2	KEGG:R00355
SoyZH13_06G252800	SoyZH13_06G252800.m1	KEGG:R03532
SoyZH13_06G253300	SoyZH13_06G253300.m1	KEGG:R00893
SoyZH13_06G253300	SoyZH13_06G253300.m2	KEGG:R00893
SoyZH13_06G253300	SoyZH13_06G253300.m3	KEGG:R00893
SoyZH13_06G253300	SoyZH13_06G253300.m4	KEGG:R00893
SoyZH13_06G254300	SoyZH13_06G254300.m1	KEGG:R00345
SoyZH13_06G261000	SoyZH13_06G261000.m1	KEGG:R00630;KEGG:R09656;KEGG:R09658
SoyZH13_06G264800	SoyZH13_06G264800.m1	KEGG:R01993
SoyZH13_06G264800	SoyZH13_06G264800.m2	KEGG:R01993
SoyZH13_06G266100	SoyZH13_06G266100.m1	KEGG:R03876
SoyZH13_06G266100	SoyZH13_06G266100.m2	KEGG:R03876
SoyZH13_06G266100	SoyZH13_06G266100.m3	KEGG:R03876
SoyZH13_06G271300	SoyZH13_06G271300.m1	KEGG:R00104
SoyZH13_06G271300	SoyZH13_06G271300.m2	KEGG:R00104
SoyZH13_06G274800	SoyZH13_06G274800.m1	KEGG:R03532
SoyZH13_06G274900	SoyZH13_06G274900.m1	KEGG:R03532
SoyZH13_06G275100	SoyZH13_06G275100.m1	KEGG:R00479
SoyZH13_06G275400	SoyZH13_06G275400.m1	KEGG:R03876
SoyZH13_06G276800	SoyZH13_06G276800.m1	KEGG:R02164
SoyZH13_06G276900	SoyZH13_06G276900.m1	KEGG:R01325
SoyZH13_06G276900	SoyZH13_06G276900.m2	KEGG:R01325
SoyZH13_06G279800	SoyZH13_06G279800.m1	KEGG:R03738
SoyZH13_06G280400	SoyZH13_06G280400.m1	KEGG:R01021;KEGG:R01468
SoyZH13_06G280400	SoyZH13_06G280400.m2	KEGG:R01021;KEGG:R01468
SoyZH13_06G283403	SoyZH13_06G283403.m1	KEGG:R03083
SoyZH13_06G284000	SoyZH13_06G284000.m1	KEGG:R03876
SoyZH13_06G284900	SoyZH13_06G284900.m1	KEGG:R00630
SoyZH13_06G285000	SoyZH13_06G285000.m1	KEGG:R00630
SoyZH13_06G286100	SoyZH13_06G286100.m1	KEGG:R01220
SoyZH13_06G286100	SoyZH13_06G286100.m2	KEGG:R01220
SoyZH13_06G286100	SoyZH13_06G286100.m3	KEGG:R01220
SoyZH13_06G286100	SoyZH13_06G286100.m4	KEGG:R01220
SoyZH13_06G286100	SoyZH13_06G286100.m5	KEGG:R01220
SoyZH13_06G286600	SoyZH13_06G286600.m1	KEGG:R03876
SoyZH13_06G286600	SoyZH13_06G286600.m10	KEGG:R03876
SoyZH13_06G286600	SoyZH13_06G286600.m11	KEGG:R03876
SoyZH13_06G286600	SoyZH13_06G286600.m2	KEGG:R03876
SoyZH13_06G286600	SoyZH13_06G286600.m3	KEGG:R03876
SoyZH13_06G286600	SoyZH13_06G286600.m4	KEGG:R03876
SoyZH13_06G286600	SoyZH13_06G286600.m5	KEGG:R03876
SoyZH13_06G286600	SoyZH13_06G286600.m6	KEGG:R03876
SoyZH13_06G286600	SoyZH13_06G286600.m7	KEGG:R03876
SoyZH13_06G286600	SoyZH13_06G286600.m8	KEGG:R03876
SoyZH13_06G286600	SoyZH13_06G286600.m9	KEGG:R03876
SoyZH13_06G286800	SoyZH13_06G286800.m1	KEGG:R01281;KEGG:R03210
SoyZH13_06G286800	SoyZH13_06G286800.m2	KEGG:R01281;KEGG:R03210
SoyZH13_06G286800	SoyZH13_06G286800.m3	KEGG:R01281;KEGG:R03210
SoyZH13_06G286800	SoyZH13_06G286800.m4	KEGG:R01281;KEGG:R03210
SoyZH13_06G287300	SoyZH13_06G287300.m1	KEGG:R03421
SoyZH13_06G287300	SoyZH13_06G287300.m2	KEGG:R03421
SoyZH13_06G287700	SoyZH13_06G287700.m1	KEGG:R03876
SoyZH13_06G287700	SoyZH13_06G287700.m2	KEGG:R03876
SoyZH13_06G287700	SoyZH13_06G287700.m3	KEGG:R03876
SoyZH13_06G287700	SoyZH13_06G287700.m4	KEGG:R03876
SoyZH13_06G287700	SoyZH13_06G287700.m5	KEGG:R03876
SoyZH13_06G287700	SoyZH13_06G287700.m6	KEGG:R03876
SoyZH13_06G287700	SoyZH13_06G287700.m7	KEGG:R03876
SoyZH13_06G288400	SoyZH13_06G288400.m1	KEGG:R00802
SoyZH13_06G288400	SoyZH13_06G288400.m2	KEGG:R00802
SoyZH13_06G288400	SoyZH13_06G288400.m3	KEGG:R00802
SoyZH13_06G289000	SoyZH13_06G289000.m1	KEGG:R00630
SoyZH13_06G289100	SoyZH13_06G289100.m1	KEGG:R00630
SoyZH13_06G289200	SoyZH13_06G289200.m1	KEGG:R00630
SoyZH13_06G289300	SoyZH13_06G289300.m1	KEGG:R00630
SoyZH13_06G289400	SoyZH13_06G289400.m1	KEGG:R00630
SoyZH13_06G294200	SoyZH13_06G294200.m1	KEGG:R00630;KEGG:R05825
SoyZH13_06G294800	SoyZH13_06G294800.m1	KEGG:R01224
SoyZH13_06G294800	SoyZH13_06G294800.m2	KEGG:R01224
SoyZH13_06G295101	SoyZH13_06G295101.m1	KEGG:R08165
SoyZH13_07G000402	SoyZH13_07G000402.m1	KEGG:R05876
SoyZH13_07G001100	SoyZH13_07G001100.m1	KEGG:R03199
SoyZH13_07G001300	SoyZH13_07G001300.m1	KEGG:R00004
SoyZH13_07G001300	SoyZH13_07G001300.m2	KEGG:R00004
SoyZH13_07G001300	SoyZH13_07G001300.m3	KEGG:R00004
SoyZH13_07G010500	SoyZH13_07G010500.m1	KEGG:R06870;KEGG:R06871
SoyZH13_07G010500	SoyZH13_07G010500.m4	KEGG:R06870;KEGG:R06871
SoyZH13_07G013000	SoyZH13_07G013000.m1	KEGG:R01184
SoyZH13_07G013000	SoyZH13_07G013000.m2	KEGG:R01184
SoyZH13_07G013000	SoyZH13_07G013000.m3	KEGG:R01184
SoyZH13_07G013000	SoyZH13_07G013000.m4	KEGG:R01184
SoyZH13_07G014600	SoyZH13_07G014600.m1	KEGG:R00214
SoyZH13_07G017500	SoyZH13_07G017500.m1	KEGG:R01563;KEGG:R03037;KEGG:R03057
SoyZH13_07G017900	SoyZH13_07G017900.m1	KEGG:R01616
SoyZH13_07G017900	SoyZH13_07G017900.m2	KEGG:R01616
SoyZH13_07G018900	SoyZH13_07G018900.m1	KEGG:R05982
SoyZH13_07G018900	SoyZH13_07G018900.m2	KEGG:R05982
SoyZH13_07G021000	SoyZH13_07G021000.m1	KEGG:R03876
SoyZH13_07G022901	SoyZH13_07G022901.m1	KEGG:R00630
SoyZH13_07G023201	SoyZH13_07G023201.m1	KEGG:R00630
SoyZH13_07G023201	SoyZH13_07G023201.m2	KEGG:R00630
SoyZH13_07G023201	SoyZH13_07G023201.m3	KEGG:R00630
SoyZH13_07G025500	SoyZH13_07G025500.m1	KEGG:R00630
SoyZH13_07G027400	SoyZH13_07G027400.m1	KEGG:R00004
SoyZH13_07G027500	SoyZH13_07G027500.m1	KEGG:R00847
SoyZH13_07G031400	SoyZH13_07G031400.m1	KEGG:R00630
SoyZH13_07G035100	SoyZH13_07G035100.m12	KEGG:R03245
SoyZH13_07G042300	SoyZH13_07G042300.m1	KEGG:R09656;KEGG:R09658
SoyZH13_07G042700	SoyZH13_07G042700.m1	KEGG:R03876
SoyZH13_07G042702	SoyZH13_07G042702.m1	KEGG:R03876
SoyZH13_07G043800	SoyZH13_07G043800.m1	KEGG:R05802
SoyZH13_07G043800	SoyZH13_07G043800.m2	KEGG:R05802
SoyZH13_07G043800	SoyZH13_07G043800.m3	KEGG:R05802
SoyZH13_07G043800	SoyZH13_07G043800.m4	KEGG:R05802
SoyZH13_07G043800	SoyZH13_07G043800.m5	KEGG:R05802
SoyZH13_07G043800	SoyZH13_07G043800.m6	KEGG:R05802
SoyZH13_07G044100	SoyZH13_07G044100.m1	KEGG:R00258
SoyZH13_07G044200	SoyZH13_07G044200.m1	KEGG:R00630
SoyZH13_07G044300	SoyZH13_07G044300.m1	KEGG:R00630
SoyZH13_07G044500	SoyZH13_07G044500.m1	KEGG:R03876
SoyZH13_07G044500	SoyZH13_07G044500.m2	KEGG:R03876
SoyZH13_07G046700	SoyZH13_07G046700.m1	KEGG:R00004
SoyZH13_07G046700	SoyZH13_07G046700.m2	KEGG:R00004
SoyZH13_07G049100	SoyZH13_07G049100.m1	KEGG:R02715
SoyZH13_07G050800	SoyZH13_07G050800.m1	KEGG:R03876
SoyZH13_07G050800	SoyZH13_07G050800.m2	KEGG:R03876
SoyZH13_07G051800	SoyZH13_07G051800.m1	KEGG:R00083
SoyZH13_07G051900	SoyZH13_07G051900.m1	KEGG:R00083
SoyZH13_07G053200	SoyZH13_07G053200.m1	KEGG:R03361
SoyZH13_07G053200	SoyZH13_07G053200.m2	KEGG:R03361
SoyZH13_07G053200	SoyZH13_07G053200.m3	KEGG:R03361
SoyZH13_07G053200	SoyZH13_07G053200.m4	KEGG:R03361
SoyZH13_07G054600	SoyZH13_07G054600.m1	KEGG:R00630;KEGG:R04034
SoyZH13_07G054600	SoyZH13_07G054600.m2	KEGG:R00630;KEGG:R04034
SoyZH13_07G056400	SoyZH13_07G056400.m1	KEGG:R00586
SoyZH13_07G057100	SoyZH13_07G057100.m1	KEGG:R01361
SoyZH13_07G057700	SoyZH13_07G057700.m1	KEGG:R09656;KEGG:R09658
SoyZH13_07G057700	SoyZH13_07G057700.m2	KEGG:R09656;KEGG:R09658
SoyZH13_07G057700	SoyZH13_07G057700.m3	KEGG:R09656;KEGG:R09658
SoyZH13_07G061200	SoyZH13_07G061200.m1	KEGG:R00179
SoyZH13_07G062400	SoyZH13_07G062400.m1	KEGG:R00162
SoyZH13_07G062701	SoyZH13_07G062701.m1	KEGG:R05769
SoyZH13_07G062701	SoyZH13_07G062701.m2	KEGG:R05769
SoyZH13_07G062702	SoyZH13_07G062702.m1	KEGG:R05769
SoyZH13_07G063600	SoyZH13_07G063600.m1	KEGG:R03876
SoyZH13_07G064700	SoyZH13_07G064700.m1	KEGG:R03876
SoyZH13_07G064700	SoyZH13_07G064700.m2	KEGG:R03876
SoyZH13_07G064700	SoyZH13_07G064700.m3	KEGG:R03876
SoyZH13_07G065000	SoyZH13_07G065000.m1	KEGG:R03876
SoyZH13_07G065000	SoyZH13_07G065000.m2	KEGG:R03876
SoyZH13_07G065800	SoyZH13_07G065800.m1	KEGG:R03876
SoyZH13_07G067400	SoyZH13_07G067400.m1	KEGG:R03458;KEGG:R03459
SoyZH13_07G067400	SoyZH13_07G067400.m2	KEGG:R03458;KEGG:R03459
SoyZH13_07G067400	SoyZH13_07G067400.m3	KEGG:R03458;KEGG:R03459
SoyZH13_07G067400	SoyZH13_07G067400.m4	KEGG:R03458;KEGG:R03459
SoyZH13_07G067400	SoyZH13_07G067400.m5	KEGG:R03458;KEGG:R03459
SoyZH13_07G070200	SoyZH13_07G070200.m1	KEGG:R00214
SoyZH13_07G070700	SoyZH13_07G070700.m1	KEGG:R00293
SoyZH13_07G070800	SoyZH13_07G070800.m1	KEGG:R01015
SoyZH13_07G077500	SoyZH13_07G077500.m1	KEGG:R03269
SoyZH13_07G077500	SoyZH13_07G077500.m2	KEGG:R03269
SoyZH13_07G077500	SoyZH13_07G077500.m3	KEGG:R03269
SoyZH13_07G077500	SoyZH13_07G077500.m4	KEGG:R03269
SoyZH13_07G077500	SoyZH13_07G077500.m5	KEGG:R03269
SoyZH13_07G077500	SoyZH13_07G077500.m6	KEGG:R03269
SoyZH13_07G077500	SoyZH13_07G077500.m7	KEGG:R03269
SoyZH13_07G077900	SoyZH13_07G077900.m1	KEGG:R06354
SoyZH13_07G078000	SoyZH13_07G078000.m1	KEGG:R06354
SoyZH13_07G078000	SoyZH13_07G078000.m2	KEGG:R06354
SoyZH13_07G078900	SoyZH13_07G078900.m1	KEGG:R03532
SoyZH13_07G083900	SoyZH13_07G083900.m2	KEGG:R00630
SoyZH13_07G084200	SoyZH13_07G084200.m1	KEGG:R04093
SoyZH13_07G085300	SoyZH13_07G085300.m1	KEGG:R04420
SoyZH13_07G085300	SoyZH13_07G085300.m2	KEGG:R04420
SoyZH13_07G085300	SoyZH13_07G085300.m3	KEGG:R04420
SoyZH13_07G086500	SoyZH13_07G086500.m1	KEGG:R00630
SoyZH13_07G087900	SoyZH13_07G087900.m1	KEGG:R03876
SoyZH13_07G090700	SoyZH13_07G090700.m1	KEGG:R08193
SoyZH13_07G091000	SoyZH13_07G091000.m1	KEGG:R00630
SoyZH13_07G091100	SoyZH13_07G091100.m1	KEGG:R00630
SoyZH13_07G091101	SoyZH13_07G091101.m1	KEGG:R00630
SoyZH13_07G091200	SoyZH13_07G091200.m1	KEGG:R00630
SoyZH13_07G092300	SoyZH13_07G092300.m1	KEGG:R03876
SoyZH13_07G092300	SoyZH13_07G092300.m2	KEGG:R03876
SoyZH13_07G092300	SoyZH13_07G092300.m3	KEGG:R03876
SoyZH13_07G092300	SoyZH13_07G092300.m4	KEGG:R03876
SoyZH13_07G095900	SoyZH13_07G095900.m1	KEGG:R00162
SoyZH13_07G095900	SoyZH13_07G095900.m2	KEGG:R00162
SoyZH13_07G095900	SoyZH13_07G095900.m3	KEGG:R00162
SoyZH13_07G096300	SoyZH13_07G096300.m1	KEGG:R02265
SoyZH13_07G096900	SoyZH13_07G096900.m1	KEGG:R02037;KEGG:R06868
SoyZH13_07G096900	SoyZH13_07G096900.m2	KEGG:R02037;KEGG:R06868
SoyZH13_07G098500	SoyZH13_07G098500.m1	KEGG:R05777;KEGG:R05779
SoyZH13_07G098900	SoyZH13_07G098900.m1	KEGG:R00253
SoyZH13_07G099900	SoyZH13_07G099900.m1	KEGG:R03876
SoyZH13_07G100900	SoyZH13_07G100900.m1	KEGG:R04404
SoyZH13_07G100900	SoyZH13_07G100900.m2	KEGG:R04404
SoyZH13_07G100900	SoyZH13_07G100900.m3	KEGG:R04404
SoyZH13_07G100900	SoyZH13_07G100900.m4	KEGG:R04404
SoyZH13_07G100900	SoyZH13_07G100900.m5	KEGG:R04404
SoyZH13_07G100900	SoyZH13_07G100900.m6	KEGG:R04404
SoyZH13_07G100900	SoyZH13_07G100900.m7	KEGG:R04404
SoyZH13_07G101000	SoyZH13_07G101000.m1	KEGG:R01011;KEGG:R01059
SoyZH13_07G102100	SoyZH13_07G102100.m1	KEGG:R03876
SoyZH13_07G103601	SoyZH13_07G103601.m1	KEGG:R03876
SoyZH13_07G103800	SoyZH13_07G103800.m1	KEGG:R05769
SoyZH13_07G108200	SoyZH13_07G108200.m1	KEGG:R00630
SoyZH13_07G108300	SoyZH13_07G108300.m1	KEGG:R00630
SoyZH13_07G109400	SoyZH13_07G109400.m1	KEGG:R05769
SoyZH13_07G109500	SoyZH13_07G109500.m1	KEGG:R00480
SoyZH13_07G110801	SoyZH13_07G110801.m1	KEGG:R00630
SoyZH13_07G110900	SoyZH13_07G110900.m1	KEGG:R00630;KEGG:R03747;KEGG:R05825
SoyZH13_07G111200	SoyZH13_07G111200.m1	KEGG:R02283
SoyZH13_07G111200	SoyZH13_07G111200.m2	KEGG:R02283
SoyZH13_07G111200	SoyZH13_07G111200.m3	KEGG:R02283
SoyZH13_07G111600	SoyZH13_07G111600.m1	KEGG:R03469
SoyZH13_07G112600	SoyZH13_07G112600.m1	KEGG:R05769
SoyZH13_07G112600	SoyZH13_07G112600.m2	KEGG:R05769
SoyZH13_07G112600	SoyZH13_07G112600.m3	KEGG:R05769
SoyZH13_07G112800	SoyZH13_07G112800.m1	KEGG:R05857
